,股票代码,股票简称,注册地,办公地,中文全称,所属城市
1138,002605,姚记科技,上海,上海,上海姚记科技股份有限公司,上海
1139,002606,大连电瓷,辽宁省大连市,杭州,大连电瓷集团股份有限公司,大连
1140,002607,中公教育,安徽省芜湖市,北京,中公教育科技股份有限公司,芜湖
1141,002608,江苏国信,南京,南京,江苏国信股份有限公司,南京
1142,002609,捷顺科技,深圳,深圳,深圳市捷顺科技实业股份有限公司,深圳
1143,002610,爱康科技,江苏省江阴市,江苏省张家港市,江苏爱康科技股份有限公司,无锡
1144,002611,东方精工,佛山,深圳,广东东方精工科技股份有限公司,佛山
1145,002612,朗姿股份,北京,北京,朗姿股份有限公司,北京
1146,002613,北玻股份,河南省洛阳市,河南省洛阳市,洛阳北方玻璃技术股份有限公司,洛阳
1147,002614,奥佳华,福建省厦门市,福建省厦门市,奥佳华智能健康科技集团股份有限公司,厦门
1148,002615,哈尔斯,浙江省永康市,浙江省永康市,浙江哈尔斯真空器皿股份有限公司,金华
1149,002616,长青集团,广东省中山市,广东省中山市,广东长青(集团)股份有限公司,中山
1150,002617,露笑科技,浙江省诸暨市,浙江省诸暨市,露笑科技股份有限公司,绍兴
1151,002618,*ST 丹邦,深圳,深圳,深圳丹邦科技股份有限公司,深圳
1152,002619,艾格拉斯,浙江省金华市,北京,艾格拉斯股份有限公司,金华
1153,002620,瑞和股份,深圳,深圳,深圳瑞和建筑装饰股份有限公司,深圳
1154,002621,美吉姆,辽宁省大连市,北京,大连美吉姆教育科技股份有限公司,大连
1155,002622,融钰集团,吉林省吉林市,北京,融钰集团股份有限公司,吉林
1156,002623,亚玛顿,江苏省常州市,江苏省常州市,常州亚玛顿股份有限公司,常州
1157,002624,完美世界,浙江省湖州市,北京,完美世界股份有限公司,湖州
1158,002625,光启技术,深圳,深圳,光启技术股份有限公司,深圳
1159,002626,金达威,福建省厦门市,福建省厦门市,厦门金达威集团股份有限公司,厦门
1160,002627,三峡旅游,湖北省宜昌市,湖北省宜昌市,湖北三峡旅游集团股份有限公司,宜昌
1161,002628,成都路桥,成都,成都,成都市路桥工程股份有限公司,成都
1162,002629,仁智股份,浙江省温州市,深圳,浙江仁智股份有限公司,温州
1163,002630,华西能源,四川省自贡市,四川省自贡市,华西能源工业股份有限公司,自贡
1164,002631,德尔未来,苏州,苏州,德尔未来科技控股集团股份有限公司,苏州
1165,002632,道明光学,浙江省永康市,浙江省永康市,道明光学股份有限公司,金华
1166,002633,申科股份,浙江省诸暨市,浙江省诸暨市,申科滑动轴承股份有限公司,诸暨
1167,002634,棒杰股份,浙江省义乌市,浙江省义乌市,浙江棒杰控股集团股份有限公司,金华
1168,002635,安洁科技,苏州,苏州,苏州安洁科技股份有限公司,苏州
1169,002636,金安国纪,上海,上海,金安国纪科技股份有限公司,上海
1170,002637,赞宇科技,杭州,杭州,赞宇科技集团股份有限公司,杭州
1171,002638,勤上股份,东莞,东莞,东莞勤上光电股份有限公司,东莞
1172,002639,雪人股份,福建省福州市,福建省福州市,福建雪人股份有限公司,福州
1173,002640,*ST 跨境,山西省太原市,山西省太原市,跨境通宝电子商务股份有限公司,太原
1174,002641,公元股份,浙江省台州市,浙江省台州市,公元股份有限公司,台州
1175,002642,荣联科技,北京,北京,荣联科技集团股份有限公司,北京
1176,002643,万润股份,山东省烟台市,山东省烟台市,中节能万润股份有限公司,烟台
1177,002644,佛慈制药,甘肃省兰州市,甘肃省兰州市,兰州佛慈制药股份有限公司,兰州
1178,002645,华宏科技,江苏省江阴市,江苏省江阴市,江苏华宏科技股份有限公司,无锡
1179,002646,天佑德酒,青海省海东市,青海省海东市,青海互助天佑德青稞酒股份有限公司,海东
1180,002647,仁东控股,浙江省诸暨市,北京,仁东控股股份有限公司,绍兴
1181,002648,卫星化学,浙江省嘉兴市,浙江省嘉兴市,卫星化学股份有限公司,嘉兴
1182,002649,博彦科技,北京,北京,博彦科技股份有限公司,北京
1183,002650,加加食品,长沙,长沙,加加食品集团股份有限公司,长沙
1184,002651,利君股份,成都,成都,成都利君实业股份有限公司,成都
1185,002652,扬子新材,苏州,苏州,苏州扬子江新型材料股份有限公司,苏州
1186,002653,海思科,西藏自治区山南市,西藏自治区山南市,海思科医药集团股份有限公司,山南地区
1187,002654,万润科技,深圳,深圳,深圳万润科技股份有限公司,深圳
1188,002655,共达电声,山东省潍坊市,山东省潍坊市,共达电声股份有限公司,潍坊
1189,002656,ST 摩登,广州,广州,摩登大道时尚集团股份有限公司,广州
1190,002657,中科金财,北京,北京,北京中科金财科技股份有限公司,北京
1191,002658,雪迪龙,北京,北京,北京雪迪龙科技股份有限公司,北京
1192,002659,凯文教育,北京,北京,北京凯文德信教育科技股份有限公司,北京
1193,002660,茂硕电源,深圳,深圳,茂硕电源科技股份有限公司,深圳
1194,002661,克明食品,湖南省益阳市,长沙,陈克明食品股份有限公司,益阳
1195,002662,京威股份,北京,北京,北京威卡威汽车零部件股份有限公司,北京
1196,002663,普邦股份,广州,广州,广州普邦园林股份有限公司,广州
1197,002664,长鹰信质,浙江省台州市,浙江省台州市,长鹰信质科技股份有限公司,台州
1198,002665,首航高科,甘肃省酒泉市,北京,首航高科能源技术股份有限公司,兰州
1199,002666,德联集团,佛山,佛山,广东德联集团股份有限公司,佛山
1200,002667,鞍重股份,辽宁省鞍山市,辽宁省鞍山市,鞍山重型矿山机器股份有限公司,鞍山
1201,002668,ST 奥马,广东省中山市,广东省中山市,广东奥马电器股份有限公司,中山
1202,002669,康达新材,上海,上海,康达新材料(集团)股份有限公司,上海
1203,002670,国盛金控,佛山,深圳,国盛金融控股集团股份有限公司,佛山
1204,002671,龙泉股份,山东省淄博市,江苏省常州市,山东龙泉管道工程股份有限公司,淄博
1205,002672,东江环保,深圳,深圳,东江环保股份有限公司,深圳
1206,002673,西部证券,西安,西安,西部证券股份有限公司,西安
1207,002674,兴业科技,福建省晋江市,福建省晋江市,兴业皮革科技股份有限公司,泉州
1208,002675,东诚药业,山东省烟台市,山东省烟台市,烟台东诚药业集团股份有限公司,烟台
1209,002676,顺威股份,佛山,佛山,广东顺威精密塑料股份有限公司,佛山
1210,002677,浙江美大,浙江省海宁市,浙江省海宁市,浙江美大实业股份有限公司,嘉兴
1211,002678,珠江钢琴,广州,广州,广州珠江钢琴集团股份有限公司,广州
1212,002679,福建金森,福建省三明市,福建省三明市,福建金森林业股份有限公司,三明
1213,002680,长生生物,江苏省连云港市,吉林省长春市,长生生物科技股份有限公司,连云港
1214,002681,奋达科技,深圳,深圳,深圳市奋达科技股份有限公司,深圳
1215,002682,龙洲股份,福建省龙岩市,福建省龙岩市,龙洲集团股份有限公司,龙岩
1216,002683,广东宏大,广州,广州,广东宏大控股集团股份有限公司,广州
1217,002684,*ST 猛狮,河南省三门峡市,深圳,猛狮新能源科技(河南)股份有限公司,三门峡
1218,002685,华东重机,江苏省无锡市,江苏省无锡市,无锡华东重型机械股份有限公司,无锡
1219,002686,亿利达,浙江省台州市,浙江省台州市,浙江亿利达风机股份有限公司,台州
1220,002687,乔治白,浙江省温州市,浙江省温州市,浙江乔治白服饰股份有限公司,温州
1221,002688,金河生物,内蒙古自治区呼和浩特市,内蒙古自治区呼和浩特市,金河生物科技股份有限公司,呼和浩特
1222,002689,远大智能,沈阳,沈阳,沈阳远大智能工业集团股份有限公司,沈阳
1223,002690,美亚光电,合肥,合肥,合肥美亚光电技术股份有限公司,合肥
1224,002691,冀凯股份,河北省石家庄市,河北省石家庄市,冀凯装备制造股份有限公司,石家庄
1225,002692,ST 远程,江苏省宜兴市,江苏省宜兴市,远程电缆股份有限公司,宜兴
1226,002693,双成药业,海南省海口市,海南省海口市,海南双成药业股份有限公司,海口
1227,002694,顾地科技,湖北省鄂州市,湖北省鄂州市,顾地科技股份有限公司,鄂州
1228,002695,煌上煌,江西省南昌市,江西省南昌市,江西煌上煌集团食品股份有限公司,南昌
1229,002696,百洋股份,广西壮族自治区南宁市,广西壮族自治区南宁市,百洋产业投资集团股份有限公司,南宁
1230,002697,红旗连锁,成都,成都,成都红旗连锁股份有限公司,成都
1231,002698,博实股份,黑龙江省哈尔滨市,黑龙江省哈尔滨市,哈尔滨博实自动化股份有限公司,哈尔滨
1232,002699,美盛文化,浙江省绍兴市,浙江省绍兴市,美盛文化创意股份有限公司,绍兴
1233,002700,ST 浩源,新疆维吾尔自治区阿克苏市,新疆维吾尔自治区阿克苏市,新疆浩源天然气股份有限公司,阿克苏
1234,002701,奥瑞金,北京,北京,奥瑞金科技股份有限公司,北京
1235,002702,海欣食品,福建省福州市,福建省福州市,海欣食品股份有限公司,福州
1236,002703,浙江世宝,浙江省义乌市,杭州,浙江世宝股份有限公司,义乌
1237,002705,新宝股份,佛山,佛山,广东新宝电器股份有限公司,佛山
1238,002706,良信股份,上海,上海,上海良信电器股份有限公司,上海
1239,002707,众信旅游,北京,北京,众信旅游集团股份有限公司,北京
1240,002708,光洋股份,江苏省常州市,江苏省常州市,常州光洋轴承股份有限公司,常州
1241,002709,天赐材料,广州,广州,广州天赐高新材料股份有限公司,广州
1242,002711,*ST 欧浦,佛山,佛山,欧浦智网股份有限公司,佛山
1243,002712,思美传媒,杭州,杭州,思美传媒股份有限公司,杭州
1244,002713,东易日盛,北京,北京,东易日盛家居装饰集团股份有限公司,北京
1245,002714,牧原股份,河南省南阳市,河南省南阳市,牧原食品股份有限公司,南阳
1246,002715,登云股份,广东省肇庆市,广东省肇庆市,怀集登云汽配股份有限公司,肇庆
1247,002716,金贵银业,湖南省郴州市,湖南省郴州市,郴州市金贵银业股份有限公司,郴州
1248,002717,岭南股份,东莞,东莞,岭南生态文旅股份有限公司,东莞
1249,002718,友邦吊顶,浙江省嘉兴市,浙江省嘉兴市,浙江友邦集成吊顶股份有限公司,嘉兴
1250,002719,麦趣尔,新疆维吾尔自治区昌吉市,新疆维吾尔自治区昌吉市,麦趣尔集团股份有限公司,昌吉回族自治州
1251,002721,金一文化,北京,北京,北京金一文化发展股份有限公司,北京
1252,002722,金轮股份,广州,江苏省省南通经济技术开发区,金轮蓝海股份有限公司,海门
1253,002723,金莱特,广东省江门市,广东省江门市,广东金莱特电器股份有限公司,江门
1254,002724,海洋王,深圳,深圳,海洋王照明科技股份有限公司,深圳
1255,002725,跃岭股份,浙江省温岭市,浙江省温岭市,浙江跃岭股份有限公司,台州
1256,002726,龙大美食,山东省莱阳市,山东省莱阳市,山东龙大美食股份有限公司,莱阳
1257,002727,一心堂,云南省昆明市,云南省昆明市,一心堂药业集团股份有限公司,昆明
1258,002728,特一药业,广东省台山市,广东省台山市,特一药业集团股份有限公司,台山
1259,002729,好利科技,福建省厦门市,福建省厦门市,好利来(中国)电子科技股份有限公司,厦门
1260,002730,电光科技,浙江省乐清市,浙江省乐清市,电光防爆科技股份有限公司,乐清
1261,002731,萃华珠宝,沈阳,沈阳,沈阳萃华金银珠宝股份有限公司,沈阳
1262,002732,燕塘乳业,广州,广州,广东燕塘乳业股份有限公司,广州
1263,002733,雄韬股份,深圳,深圳,深圳市雄韬电源科技股份有限公司,深圳
1264,002734,利民股份,江苏省新沂市,江苏省新沂市,利民控股集团股份有限公司,新沂
1265,002735,王子新材,深圳,深圳,深圳王子新材料股份有限公司,深圳
1266,002736,国信证券,深圳,深圳,国信证券股份有限公司,深圳
1267,002737,葵花药业,黑龙江省哈尔滨市,黑龙江省哈尔滨市,葵花药业集团股份有限公司,哈尔滨
1268,002738,中矿资源,北京,北京,中矿资源集团股份有限公司,北京
1269,002739,万达电影,北京,北京,万达电影股份有限公司,北京
1270,002740,爱迪尔,福建省龙岩市,深圳,福建省爱迪尔珠宝实业股份有限公司,龙岩
1271,002741,光华科技,广东省汕头市,广东省汕头市,广东光华科技股份有限公司,汕头
1272,002742,三圣股份,重庆,重庆,重庆三圣实业股份有限公司,重庆
1273,002743,富煌钢构,安徽省巢湖市,安徽省巢湖市,安徽富煌钢构股份有限公司,巢湖
1274,002745,木林森,广东省中山市,广东省中山市,木林森股份有限公司,中山
1275,002746,仙坛股份,山东省烟台市,山东省烟台市,山东仙坛股份有限公司,烟台
1276,002747,埃斯顿,南京,南京,南京埃斯顿自动化股份有限公司,南京
1277,002748,世龙实业,江西省乐平市,江西省乐平市,江西世龙实业股份有限公司,乐平
1278,002749,国光股份,四川省简阳市,北京,四川国光农化股份有限公司,简阳
1279,002750,龙津药业,云南省昆明市,云南省昆明市,昆明龙津药业股份有限公司,昆明
1280,002751,易尚展示,深圳,深圳,深圳市易尚展示股份有限公司,深圳
1281,002752,昇兴股份,福建省福州市,福建省福州市,昇兴集团股份有限公司,福州
1282,002753,永东股份,山西省运城市,山西省运城市,山西永东化工股份有限公司,运城
1283,002755,奥赛康,北京,南京,北京奥赛康药业股份有限公司,北京
1284,002756,永兴材料,浙江省湖州市,浙江省湖州市,永兴特种材料科技股份有限公司,湖州
1285,002757,南兴股份,东莞,东莞,南兴装备股份有限公司,东莞
1286,002758,浙农股份,浙江省绍兴市,杭州,浙农集团股份有限公司,绍兴
1287,002759,天际股份,广东省汕头市,广东省汕头市,广东天际电器股份有限公司,汕头
1288,002760,凤形股份,江西省南昌市,江西省南昌市,凤形股份有限公司,宁国
1289,002761,浙江建投,杭州,杭州,浙江省建设投资集团股份有限公司,杭州
1290,002762,金发拉比,广东省汕头市,广东省汕头市,金发拉比妇婴童用品股份有限公司,汕头
1291,002763,汇洁股份,深圳,深圳,深圳汇洁集团股份有限公司,深圳
1292,002765,蓝黛科技,重庆,重庆,蓝黛科技集团股份有限公司,重庆
1293,002766,*ST 索菱,深圳,深圳,深圳市索菱实业股份有限公司,深圳
